,img,tgt,scan_id,slice_id,patient,source,crop_nr
10,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_028.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_028.npy,xVertSeg_004,28,xVertSeg_004,xVertSeg,1
11,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_156.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_156.npy,xVertSeg_004,156,xVertSeg_004,xVertSeg,0
12,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_138.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_138.npy,xVertSeg_004,138,xVertSeg_004,xVertSeg,4
13,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_197.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_197.npy,xVertSeg_004,197,xVertSeg_004,xVertSeg,3
14,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_153.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_153.npy,xVertSeg_004,153,xVertSeg_004,xVertSeg,2
15,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_081.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_081.npy,xVertSeg_004,81,xVertSeg_004,xVertSeg,0
16,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_179.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_179.npy,xVertSeg_004,179,xVertSeg_004,xVertSeg,1
17,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_159.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_159.npy,xVertSeg_004,159,xVertSeg_004,xVertSeg,2
18,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_063.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_063.npy,xVertSeg_004,63,xVertSeg_004,xVertSeg,0
19,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_024.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_024.npy,xVertSeg_004,24,xVertSeg_004,xVertSeg,3
20,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_152.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_152.npy,xVertSeg_004,152,xVertSeg_004,xVertSeg,1
21,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_146.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_146.npy,xVertSeg_004,146,xVertSeg_004,xVertSeg,4
22,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_008.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_008.npy,xVertSeg_004,8,xVertSeg_004,xVertSeg,2
23,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_071.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_071.npy,xVertSeg_004,71,xVertSeg_004,xVertSeg,3
24,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_127.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_127.npy,xVertSeg_004,127,xVertSeg_004,xVertSeg,3
25,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_103.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_103.npy,xVertSeg_004,103,xVertSeg_004,xVertSeg,2
26,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_022.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_022.npy,xVertSeg_004,22,xVertSeg_004,xVertSeg,2
27,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_017.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_017.npy,xVertSeg_004,17,xVertSeg_004,xVertSeg,3
28,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_064.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_064.npy,xVertSeg_004,64,xVertSeg_004,xVertSeg,1
29,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_203.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_203.npy,xVertSeg_004,203,xVertSeg_004,xVertSeg,2
30,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_208.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_208.npy,xVertSeg_004,208,xVertSeg_004,xVertSeg,2
31,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_091.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_091.npy,xVertSeg_004,91,xVertSeg_004,xVertSeg,1
32,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_147.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_147.npy,xVertSeg_004,147,xVertSeg_004,xVertSeg,3
33,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_117.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_117.npy,xVertSeg_004,117,xVertSeg_004,xVertSeg,1
34,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_032.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_032.npy,xVertSeg_004,32,xVertSeg_004,xVertSeg,3
35,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_084.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_084.npy,xVertSeg_004,84,xVertSeg_004,xVertSeg,4
36,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_111.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_111.npy,xVertSeg_004,111,xVertSeg_004,xVertSeg,3
37,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_089.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_089.npy,xVertSeg_004,89,xVertSeg_004,xVertSeg,0
38,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_029.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_029.npy,xVertSeg_004,29,xVertSeg_004,xVertSeg,4
39,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_182.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_182.npy,xVertSeg_004,182,xVertSeg_004,xVertSeg,0
40,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_004.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_004.npy,xVertSeg_004,4,xVertSeg_004,xVertSeg,1
41,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_086.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_086.npy,xVertSeg_004,86,xVertSeg_004,xVertSeg,1
42,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_151.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_151.npy,xVertSeg_004,151,xVertSeg_004,xVertSeg,1
43,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_046.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_046.npy,xVertSeg_004,46,xVertSeg_004,xVertSeg,2
44,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_173.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_173.npy,xVertSeg_004,173,xVertSeg_004,xVertSeg,4
45,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_120.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_120.npy,xVertSeg_004,120,xVertSeg_004,xVertSeg,2
46,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_184.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_184.npy,xVertSeg_004,184,xVertSeg_004,xVertSeg,1
47,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_070.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_070.npy,xVertSeg_004,70,xVertSeg_004,xVertSeg,2
48,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_050.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_050.npy,xVertSeg_004,50,xVertSeg_004,xVertSeg,4
49,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_214.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_214.npy,xVertSeg_004,214,xVertSeg_004,xVertSeg,3
50,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_129.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_129.npy,xVertSeg_004,129,xVertSeg_004,xVertSeg,3
51,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_133.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_133.npy,xVertSeg_004,133,xVertSeg_004,xVertSeg,3
52,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_141.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_141.npy,xVertSeg_004,141,xVertSeg_004,xVertSeg,0
53,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_126.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_126.npy,xVertSeg_004,126,xVertSeg_004,xVertSeg,4
54,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_015.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_015.npy,xVertSeg_004,15,xVertSeg_004,xVertSeg,2
55,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_056.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_056.npy,xVertSeg_004,56,xVertSeg_004,xVertSeg,4
56,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_106.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_106.npy,xVertSeg_004,106,xVertSeg_004,xVertSeg,1
57,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_035.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_035.npy,xVertSeg_004,35,xVertSeg_004,xVertSeg,1
58,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_128.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_128.npy,xVertSeg_004,128,xVertSeg_004,xVertSeg,3
59,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_100.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_100.npy,xVertSeg_004,100,xVertSeg_004,xVertSeg,1
60,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_000.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_000.npy,xVertSeg_004,0,xVertSeg_004,xVertSeg,0
61,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_066.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_066.npy,xVertSeg_004,66,xVertSeg_004,xVertSeg,0
62,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_104.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_104.npy,xVertSeg_004,104,xVertSeg_004,xVertSeg,3
63,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_044.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_044.npy,xVertSeg_004,44,xVertSeg_004,xVertSeg,2
64,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_030.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_030.npy,xVertSeg_004,30,xVertSeg_004,xVertSeg,4
65,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_097.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_097.npy,xVertSeg_004,97,xVertSeg_004,xVertSeg,0
66,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_188.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_188.npy,xVertSeg_004,188,xVertSeg_004,xVertSeg,4
67,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_075.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_075.npy,xVertSeg_004,75,xVertSeg_004,xVertSeg,0
68,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_207.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_207.npy,xVertSeg_004,207,xVertSeg_004,xVertSeg,1
69,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_137.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_137.npy,xVertSeg_004,137,xVertSeg_004,xVertSeg,3
70,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_040.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_040.npy,xVertSeg_004,40,xVertSeg_004,xVertSeg,4
71,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_136.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_136.npy,xVertSeg_004,136,xVertSeg_004,xVertSeg,2
72,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_108.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_108.npy,xVertSeg_004,108,xVertSeg_004,xVertSeg,4
73,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_172.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_172.npy,xVertSeg_004,172,xVertSeg_004,xVertSeg,1
74,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_200.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_200.npy,xVertSeg_004,200,xVertSeg_004,xVertSeg,0
75,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_125.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_125.npy,xVertSeg_004,125,xVertSeg_004,xVertSeg,0
76,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_140.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_140.npy,xVertSeg_004,140,xVertSeg_004,xVertSeg,3
77,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_189.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_189.npy,xVertSeg_004,189,xVertSeg_004,xVertSeg,1
78,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_165.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_165.npy,xVertSeg_004,165,xVertSeg_004,xVertSeg,1
79,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_036.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_036.npy,xVertSeg_004,36,xVertSeg_004,xVertSeg,2
80,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_177.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_177.npy,xVertSeg_004,177,xVertSeg_004,xVertSeg,3
81,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_158.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_158.npy,xVertSeg_004,158,xVertSeg_004,xVertSeg,3
82,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_055.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_055.npy,xVertSeg_004,55,xVertSeg_004,xVertSeg,3
83,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_020.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_020.npy,xVertSeg_004,20,xVertSeg_004,xVertSeg,1
84,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_206.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_206.npy,xVertSeg_004,206,xVertSeg_004,xVertSeg,2
85,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_057.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_057.npy,xVertSeg_004,57,xVertSeg_004,xVertSeg,1
86,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_002.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_002.npy,xVertSeg_004,2,xVertSeg_004,xVertSeg,4
87,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_012.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_012.npy,xVertSeg_004,12,xVertSeg_004,xVertSeg,4
88,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_003.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_003.npy,xVertSeg_004,3,xVertSeg_004,xVertSeg,1
89,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_019.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_019.npy,xVertSeg_004,19,xVertSeg_004,xVertSeg,0
90,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_062.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_062.npy,xVertSeg_004,62,xVertSeg_004,xVertSeg,2
91,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_110.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_110.npy,xVertSeg_004,110,xVertSeg_004,xVertSeg,3
92,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_132.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_132.npy,xVertSeg_004,132,xVertSeg_004,xVertSeg,2
93,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_087.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_087.npy,xVertSeg_004,87,xVertSeg_004,xVertSeg,1
94,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_195.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_195.npy,xVertSeg_004,195,xVertSeg_004,xVertSeg,1
95,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_101.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_101.npy,xVertSeg_004,101,xVertSeg_004,xVertSeg,1
96,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_047.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_047.npy,xVertSeg_004,47,xVertSeg_004,xVertSeg,3
97,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_023.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_023.npy,xVertSeg_004,23,xVertSeg_004,xVertSeg,2
98,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_007.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_007.npy,xVertSeg_004,7,xVertSeg_004,xVertSeg,2
99,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_026.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_026.npy,xVertSeg_004,26,xVertSeg_004,xVertSeg,3
100,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_049.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_049.npy,xVertSeg_004,49,xVertSeg_004,xVertSeg,1
101,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_186.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_186.npy,xVertSeg_004,186,xVertSeg_004,xVertSeg,0
102,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_112.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_112.npy,xVertSeg_004,112,xVertSeg_004,xVertSeg,4
103,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_010.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_010.npy,xVertSeg_004,10,xVertSeg_004,xVertSeg,0
104,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_051.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_051.npy,xVertSeg_004,51,xVertSeg_004,xVertSeg,2
105,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_169.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_169.npy,xVertSeg_004,169,xVertSeg_004,xVertSeg,2
106,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_212.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_212.npy,xVertSeg_004,212,xVertSeg_004,xVertSeg,1
107,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_215.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_215.npy,xVertSeg_004,215,xVertSeg_004,xVertSeg,0
108,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_092.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_092.npy,xVertSeg_004,92,xVertSeg_004,xVertSeg,2
109,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_069.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_069.npy,xVertSeg_004,69,xVertSeg_004,xVertSeg,3
110,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_090.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_090.npy,xVertSeg_004,90,xVertSeg_004,xVertSeg,3
111,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_052.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_052.npy,xVertSeg_004,52,xVertSeg_004,xVertSeg,4
112,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_148.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_148.npy,xVertSeg_004,148,xVertSeg_004,xVertSeg,1
113,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_135.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_135.npy,xVertSeg_004,135,xVertSeg_004,xVertSeg,3
114,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_061.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_061.npy,xVertSeg_004,61,xVertSeg_004,xVertSeg,3
115,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_181.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_181.npy,xVertSeg_004,181,xVertSeg_004,xVertSeg,1
116,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_038.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_038.npy,xVertSeg_004,38,xVertSeg_004,xVertSeg,4
117,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_105.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_105.npy,xVertSeg_004,105,xVertSeg_004,xVertSeg,2
118,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_037.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_037.npy,xVertSeg_004,37,xVertSeg_004,xVertSeg,4
119,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_094.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_094.npy,xVertSeg_004,94,xVertSeg_004,xVertSeg,3
120,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_073.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_073.npy,xVertSeg_004,73,xVertSeg_004,xVertSeg,4
121,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_199.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_199.npy,xVertSeg_004,199,xVertSeg_004,xVertSeg,3
122,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_077.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_077.npy,xVertSeg_004,77,xVertSeg_004,xVertSeg,0
123,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_119.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_119.npy,xVertSeg_004,119,xVertSeg_004,xVertSeg,1
124,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_216.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_216.npy,xVertSeg_004,216,xVertSeg_004,xVertSeg,3
125,/root/space/output/dataset_0_contrast_3/xVertSeg_images/image004/slice_067.npy,/root/space/output/dataset_0_contrast_3/xVertSeg_masks/image004/slice_067.npy,xVertSeg_004,67,xVertSeg_004,xVertSeg,3
